vetor pesos sinapticos original:
0.050791,
0.050790,
0.050790,
0.050789,
0.050789,
0.050787,
0.050787,
0.050786,
0.050786,
0.050785,
0.050785,
0.050784,
0.050784,
0.050783,
0.050783,
0.050782,
0.050782,
0.050780,
0.050780,
0.050779,
0.050779,
0.050778,
0.050778,
0.050777,
0.050777,
0.050776,
0.050776,
0.050775,
0.050775,
0.050773,
0.050773,
0.050772,
0.050772,
0.050771,
0.050771,
0.050770,
0.050770,
0.050769,
0.050769,
0.050768,
0.050768,
0.050767,
0.050767,
0.050765,
0.050765,
0.050764,
0.050764,
0.050763,
0.050763,
0.050762,
0.050762,
0.050761,
0.050761,
0.050760,
0.050760,
0.050758,
0.050758,
0.050757,
0.050757,
0.050756,
0.050756,
0.050755,
0.050755,
0.050754,
0.050754,
0.050753,
0.050753,
0.050751,
0.050751,
0.050750,
0.050750,
0.050749,
0.050749,
0.050748,
0.050748,
0.050747,
0.050747,
0.050746,
0.050746,
0.050745,
0.050745,
0.050743,
0.050743,
0.050742,
0.050742,
0.050741,
0.050741,
0.050740,
0.050740,
0.050739,
0.050739,
0.050738,
0.050738,
0.050736,
0.050736,
0.050735,
0.050735,
0.050734,
0.050734,
0.050733,
0.050733,
0.050732,
0.050732,
0.050731,
0.050731,
0.050730,
0.050730,
0.050728,
0.050728,
0.050727,
0.050727,
0.050726,
0.050726,
0.050725,
0.050725,
0.050724,
0.050724,
0.050723,
0.050723,
0.050721,
0.050721,
0.050720,
0.050720,
0.050719,
0.050719,
0.050718,
0.050718,
0.050717,
0.050717,
0.050716,
0.050716,
0.050715,
0.050715,
0.050713,
0.050713,
0.050712,
0.050712,
0.050711,
0.050711,
0.050710,
0.050710,
0.050709,
0.050709,
0.050708,
0.050708,
0.050707,
0.050707,
0.050705,
0.050705,
0.050704,
0.050704,
0.050703,
0.050703,
0.050702,
0.050702,
0.050701,
0.050701,
0.050700,
0.050700,
0.050699,
0.050699,
0.050697,
0.050697,
0.050696,
0.050696,
0.050695,
0.050695,
0.050694,
0.050694,
0.050693,
0.050693,
0.050692,
0.050692,
0.050691,
0.050691,
0.050689,
0.050689,
0.050688,
0.050688,
0.050687,
0.050687,
0.050686,
0.050686,
0.050685,
0.050685,
0.050684,
0.050684,
0.050683,
0.050683,
0.050681,
0.050681,
0.050680,
0.050680,
0.050679,
0.050679,
0.050678,
0.050678,
0.050677,
0.050677,
0.050676,
0.050676,
0.050675,
0.050675,
0.050674,
0.050674,
0.050672,
0.050672,
0.050671,
0.050671,
0.050670,
0.050670,
0.050669,
0.050669,
0.050668,
0.050668,
0.050667,
0.050667,
0.050666,
0.050666,
0.050664,
0.050664,
0.050663,
0.050663,
0.050662,
0.050662,
0.050661,
0.050661,
0.050660,
0.050660,
0.050659,
0.050659,
0.050658,
0.050658,
0.050656,
0.050656,
0.050655,
0.050655,
0.050654,
0.050654,
0.050653,
0.050653,
0.050652,
0.050652,
0.050651,
0.050651,
0.050650,
0.050650,
0.050649,
0.050649,
0.050647,
0.050647,
0.050646,
0.050646,
0.050645,
0.050645,
0.050644,
0.050644,
0.050643,
0.050643,
0.050642,
0.050642,
0.050641,
0.050641,
0.050640,
0.050640,
0.050638,
0.050638,
0.050637,
0.050637,
0.050636,
0.050636,
0.050635,
0.050635,
0.050634,
0.050634,
0.050633,
0.050633,
0.050632,
0.050632,
0.050631,
0.050631,
0.050629,
0.050629,
0.050628,
0.050628,
0.050627,
0.050627,
0.050626,
0.050626,
0.050625,
0.050625,
0.050624,
0.050624,
0.050623,
0.050623,
0.050622,
0.050622,
0.050620,
0.050620,
0.050619,
0.050619,
0.050618,
0.050618,
0.050617,
0.050617,
0.050616,
0.050616,
0.050615,
0.050615,
0.050614,
0.050614,
0.050613,
0.050613,
0.050611,
0.050611,
0.050610,
0.050610,
0.050609,
0.050609,
0.050608,
0.050608,
0.050607,
0.050607,
0.050606,
0.050606,
0.050605,
0.050605,
0.050604,
0.050604,
0.050602,
0.050602,
0.050601,
0.050601,
0.050600,
0.050600,
0.050599,
0.050599,
0.050598,
0.050598,
0.050597,
0.050597,
0.050596,
0.050596,
0.050595,
0.050595,
0.050594,
0.050594,
0.050592,
0.050592,
0.050591,
0.050591,
0.050590,
0.050590,
0.050589,
0.050589,
0.050588,
0.050588,
0.050587,
0.050587,
0.050586,
0.050586,
0.050585,
0.050585,
0.050584,
0.050584,
0.050582,
0.050582,
0.050581,
0.050581,
0.050580,
0.050580,
0.050579,
0.050579,
0.050578,
0.050578,
0.050577,
0.050577,
0.050576,
0.050576,
0.050575,
0.050575,
0.050573,
0.050573,
0.050572,
0.050572,
0.050571,
0.050571,
0.050570,
0.050570,
0.050569,
0.050569,
0.050568,
0.050568,
0.050567,
0.050567,
0.050566,
0.050566,
0.050565,
0.050565,
0.050564,
0.050564,
0.050562,
0.050562,
0.050561,
0.050561,
0.050560,
0.050560,
0.050559,
0.050559,
0.050558,
0.050558,
0.050557,
0.050557,
0.050556,
0.050556,
0.050555,
0.050555,
0.050554,
0.050554,
0.050552,
0.050552,
0.050551,
0.050551,
0.050550,
0.050550,
0.050549,
0.050549,
0.050548,
0.050548,
0.050547,
0.050547,
0.050546,
0.050546,
0.050545,
0.050545,
0.050544,
0.050544,
0.050542,
0.050542,
0.050541,
0.050541,
0.050540,
0.050540,
0.050539,
0.050539,
0.050538,
0.050538,
0.050537,
0.050537,
0.050536,
0.050536,
0.050535,
0.050535,
0.050534,
0.050534,
0.050533,
0.050533,
0.050531,
0.050531,
0.050530,
0.050530,
0.050529,
0.050529,
0.050528,
0.050528,
0.050527,
0.050527,
0.050526,
0.050526,
0.050525,
0.050525,
0.050524,
0.050524,
0.050523,
0.050523,
0.050522,
0.050522,
0.050520,
0.050520,
0.050519,
0.050519,
0.050518,
0.050518,
0.050517,
0.050517,
0.050516,
0.050516,
0.050515,
0.050515,
0.050514,
0.050514,
0.050513,
0.050513,
0.050512,
0.050512,
0.050511,
0.050511,
0.050510,
0.050510,
0.050508,
0.050508,
0.050507,
0.050507,
0.050506,
0.050506,
0.050505,
0.050505,
0.050504,
0.050504,
0.050503,
0.050503,
0.050502,
0.050502,
0.050501,
0.050501,
0.050500,
0.050500,
0.050499,
0.050499,
0.050498,
0.050498,
0.050496,
0.050496,
0.050495,
0.050495,
0.050494,
0.050494,
0.050493,
0.050493,
0.050492,
0.050492,
0.050491,
0.050491,
0.050490,
0.050490,
0.050489,
0.050489,
0.050488,
0.050488,
0.050487,
0.050487,
0.050486,
0.050486,
0.050484,
0.050484,
0.050483,
0.050483,
0.050482,
0.050482,
0.050481,
0.050481,
0.050480,
0.050480,
0.050479,
0.050479,
0.050478,
0.050478,
0.050477,
0.050477,
0.050476,
0.050476,
0.050475,
0.050475,
0.050474,
0.050474,
0.050472,
0.050472,
0.050471,
0.050471,
0.050470,
0.050470,
0.050469,
0.050469,
0.050468,
0.050468,
0.050467,
0.050467,
0.050466,
0.050466,
0.050465,
0.050465,
0.050464,
0.050464,
0.050463,
0.050463,
0.050462,
0.050462,
0.050461,
0.050461,
0.050459,
0.050459,
0.050458,
0.050458,
0.050457,
0.050457,
0.050456,
0.050456,
0.050455,
0.050455,
0.050454,
0.050454,
0.050453,
0.050453,
0.050452,
0.050452,
0.050451,
0.050451,
0.050450,
0.050450,
0.050449,
0.050449,
0.050448,
0.050448,
0.050446,
0.050446,
0.050445,
0.050445,
0.050444,
0.050444,
0.050443,
0.050443,
0.050442,
0.050442,
0.050441,
0.050441,
0.050440,
0.050440,
0.050439,
0.050439,
0.050438,
0.050438,
0.050437,
0.050437,
0.050436,
0.050436,
0.050435,
0.050435,
0.050434,
0.050434,
0.050432,
0.050432,
0.050431,
0.050431,
0.050430,
0.050430,
0.050429,
0.050429,
0.050428,
0.050428,
0.050427,
0.050427,
0.050426,
0.050426,
0.050425,
0.050425,
0.050424,
0.050424,
0.050423,
0.050423,
0.050422,
0.050422,
0.050421,
0.050421,
0.050420,
0.050420,
0.050419,
0.050419,
0.050417,
0.050417,
0.050416,
0.050416,
0.050415,
0.050415,
0.050414,
0.050414,
0.050413,
0.050413,
0.050412,
0.050412,
0.050411,
0.050411,
0.050410,
0.050410,
0.050409,
0.050409,
0.050408,
0.050408,
0.050407,
0.050407,
0.050406,
0.050406,
0.050405,
0.050405,
0.050404,
0.050404,
0.050402,
0.050402,
0.050401,
0.050401,
0.050400,
0.050400,
0.050399,
0.050399,
0.050398,
0.050398,
0.050397,
0.050397,
0.050396,
0.050396,
0.050395,
0.050395,
0.050394,
0.050394,
0.050393,
0.050393,
0.050392,
0.050392,
0.050391,
0.050391,
0.050390,
0.050390,
0.050389,
0.050389,
0.050388,
0.050388,
0.050386,
0.050386,
0.050385,
0.050385,
0.050384,
0.050384,
0.050383,
0.050383,
0.050382,
0.050382,
0.050381,
0.050381,
0.050380,
0.050380,
0.050379,
0.050379,
0.050378,
0.050378,
0.050377,
0.050377,
0.050376,
0.050376,
0.050375,
0.050375,
0.050374,
0.050374,
0.050373,
0.050373,
0.050372,
0.050372,
0.050371,
0.050371,
0.050370,
0.050370,
0.050368,
0.050368,
0.050367,
0.050367,
0.050366,
0.050366,
0.050365,
0.050365,
0.050364,
0.050364,
0.050363,
0.050363,
0.050362,
0.050362,
0.050361,
0.050361,
0.050360,
0.050360,
0.050359,
0.050359,
0.050358,
0.050358,
0.050357,
0.050357,
0.050356,
0.050356,
0.050355,
0.050355,
0.050354,
0.050354,
0.050353,
0.050353,
0.050352,
0.050352,
0.050350,
0.050350,
0.050349,
0.050349,
0.050348,
0.050348,
0.050347,
0.050347,
0.050346,
0.050346,
0.050345,
0.050345,
0.050344,
0.050344,
0.050343,
0.050343,
0.050342,
0.050342,
0.050341,
0.050341,
0.050340,
0.050340,
0.050339,
0.050339,
0.050338,
0.050338,
0.050337,
0.050337,
0.050336,
0.050336,
0.050335,
0.050335,
0.050334,
0.050334,
0.050333,
0.050333,
0.050332,
0.050332,
0.050330,
0.050330,
0.050329,
0.050329,
0.050328,
0.050328,
0.050327,
0.050327,
0.050326,
0.050326,
0.050325,
0.050325,
0.050324,
0.050324,
0.050323,
0.050323,
0.050322,
0.050322,
0.050321,
0.050321,
0.050320,
0.050320,
0.050319,
0.050319,
0.050318,
0.050318,
0.050317,
0.050317,
0.050316,
0.050316,
0.050315,
0.050315,
0.050314,
0.050314,
0.050313,
0.050313,
0.050312,
0.050312,
0.050311,
0.050311,
0.050310,
0.050310,
0.050309,
0.050309,
0.050307,
0.050307,
0.050306,
0.050306,
0.050305,
0.050305,
0.050304,
0.050304,
0.050303,
0.050303,
0.050302,
0.050302,
0.050301,
0.050301,
0.050300,
0.050300,
0.050299,
0.050299,
0.050298,
0.050298,
0.050297,
0.050297,
0.050296,
0.050296,
0.050295,
0.050295,
0.050294,
0.050294,
0.050293,
0.050293,
0.050292,
0.050292,
0.050291,
0.050291,
0.050290,
0.050290,
0.050289,
0.050289,
0.050288,
0.050288,
0.050287,
0.050287,
0.050286,
0.050286,
0.050285,
0.050285,
0.050284,
0.050284,
0.050282,
0.050282,
0.050281,
0.050281,
0.050280,
0.050280,
0.050279,
0.050279,
0.050278,
0.050278,
0.050277,
0.050277,
0.050276,
0.050276,
0.050275,
0.050275,
0.050274,
0.050274,
0.050273,
0.050273,
0.050272,
0.050272,
0.050271,
0.050271,
0.050270,
0.050270,
0.050269,
0.050269,
0.050268,
0.050268,
0.050267,
0.050267,
0.050266,
0.050266,
0.050265,
0.050265,
0.050264,
0.050264,
0.050263,
0.050263,
0.050262,
0.050262,
0.050261,
0.050261,
0.050260,
0.050260,
0.050259,
0.050259,
0.050258,
0.050258,
0.050257,
0.050257,
0.050256,
0.050256,
0.050255,
0.050255,
0.050254,
0.050254,
0.050253,
0.050253,
0.050251,
0.050251,
0.050250,
0.050250,
0.050249,
0.050249,
0.050248,
0.050248,
0.050247,
0.050247,
0.050246,
0.050246,
0.050245,
0.050245,
0.050244,
0.050244,
0.050243,
0.050243,
0.050242,
0.050242,
0.050241,
0.050241,
0.050240,
0.050240,
0.050239,
0.050239,
0.050238,
0.050238,
0.050237,
0.050237,
0.050236,
0.050236,
0.050235,
0.050235,
0.050234,
0.050234,
0.050233,
0.050233,
0.050232,
0.050232,
0.050231,
0.050231,
0.050230,
0.050230,
0.050229,
0.050229,
0.050228,
0.050228,
0.050227,
0.050227,
0.050226,
0.050226,
0.050225,
0.050225,
0.050224,
0.050224,
0.050223,
0.050223,
0.050222,
0.050222,
0.050221,
0.050221,
0.050220,
0.050220,
0.050219,
0.050219,
0.050218,
0.050218,
0.050217,
0.050217,
0.050216,
0.050216,
0.050215,
0.050215,
0.050214,
0.050214,
0.050213,
0.050213,
0.050212,
0.050212,
0.050210,
0.050210,
0.050209,
0.050209,
0.050208,
0.050208,
0.050207,
0.050207,
0.050206,
0.050206,
0.050205,
0.050205,
0.050204,
0.050204,
0.050203,
0.050203,
0.050202,
0.050202,
0.050201,
0.050201,
0.050200,
0.050200,
0.050199,
0.050199,
0.050198,
0.050198,
0.050197,
0.050197,
0.050196,
0.050196,
0.050195,
0.050195,
0.050194,
0.050194,
0.050193,
0.050193,
0.050192,
0.050192,
0.050191,
0.050191,
0.050190,
0.050190,
0.050189,
0.050189,
0.050188,
0.050188,
0.050187,
0.050187,
0.050186,
0.050186,
0.050185,
0.050185,
0.050184,
0.050184,
0.050183,
0.050183,
0.050182,
0.050182,
0.050181,
0.050181,
0.050180,
0.050180,
0.050179,
0.050179,
0.050178,
0.050178,
0.050177,
0.050177,
0.050176,
0.050176,
0.050175,
0.050175,
0.050174,
0.050174,
0.050173,
0.050173,
0.050172,
0.050172,
0.050171,
0.050171,
0.050170,
0.050170,
0.050169,
0.050169,
0.050168,
0.050168,
0.050167,
0.050167,
0.050166,
0.050166,
0.050165,
0.050165,
0.050164,
0.050164,
0.050163,
0.050163,
0.050162,
0.050162,
0.050161,
0.050161,
0.050160,
0.050160,
0.050159,
0.050159,
0.050158,
0.050158,
0.050157,
0.050157,
0.050156,
0.050156,
0.050155,
0.050155,
0.050154,
0.050154,
0.050153,
0.050153,
0.050152,
0.050152,
0.050151,
0.050151,
0.050150,
0.050150,
0.050149,
0.050149,
0.050148,
0.050148,
0.050147,
0.050147,
0.050146,
0.050146,
0.050145,
0.050145,
0.050144,
0.050144,
0.050143,
0.050143,
0.050142,
0.050142,
0.050141,
0.050141,
0.050140,
0.050140,
0.050139,
0.050139,
0.050138,
0.050138,
0.050137,
0.050137,
0.050136,
0.050136,
0.050135,
0.050135,
0.050134,
0.050134,
0.050133,
0.050133,
0.050132,
vetor pesos sinapticos final:
0.709936 0.978560 0.911816 0.544617 
0.898785 0.927747 0.519043 1.352687 
0.602969 1.377437 0.641453 1.096606 
0.461729 1.258110 0.443082 0.917401 
0.652104 0.738318 0.819101 1.427213 
0.945692 1.179586 1.156392 0.551576 
0.806497 0.967696 0.463743 1.264610 
0.810861 1.377956 1.402310 0.622531 
1.171162 1.129261 1.247428 1.002975 
0.644016 0.784249 1.313653 0.954786 
0.604708 0.651219 0.873882 0.566041 
0.568727 1.344294 1.103778 0.755683 
0.941907 0.658085 1.082811 1.395138 
1.280419 0.913128 1.383266 0.666386 
0.841440 1.427945 1.278405 0.562593 
0.706549 1.274712 1.101031 0.937543 
1.258384 0.974165 0.783547 1.010086 
1.291924 1.286309 1.111072 0.730017 
0.542054 0.752815 0.718573 0.911664 
0.908490 1.148121 1.363582 0.540833 
1.158650 0.494384 0.505188 1.162404 
1.390957 0.797707 0.721472 0.753761 
1.038712 1.160969 0.995437 0.991317 
0.696508 1.429746 1.401913 1.315271 
0.549989 1.028214 1.225577 0.699896 
0.690343 1.140186 1.042405 0.535126 
1.095019 0.892467 0.794869 0.525299 
0.555513 0.696142 1.392574 1.012405 
1.333796 1.402706 0.869731 0.628635 
0.828318 1.430295 0.630283 0.686040 
1.031388 0.517548 0.812387 1.208181 
1.058305 1.260277 1.303186 1.010849 
0.530579 1.087481 0.434995 0.737800 
1.093493 0.833445 0.895031 1.257988 
0.849742 0.561555 0.878429 1.330103 
0.990523 0.796304 1.017258 0.941083 
1.405117 0.819772 1.116077 1.224814 
0.549836 1.188985 1.225150 1.366817 
1.358760 1.129871 1.083025 1.401974 
0.475768 0.964796 0.459410 1.310663 
0.591067 1.229392 1.429776 1.320276 
1.161763 0.634891 1.112567 0.817819 
1.298638 0.532868 0.901104 0.780312 
1.100482 1.037644 0.720282 1.128925 
1.216543 0.463652 1.340235 0.913006 
0.919019 1.233207 1.277825 0.730811 
0.466337 0.911145 1.317346 1.292565 
1.039017 0.523041 1.181447 0.532288 
1.028580 0.812600 1.383846 1.175069 
0.961775 0.594607 0.794839 1.165028 
0.840403 0.860301 0.951093 0.861613 
1.178578 0.790566 0.640537 1.409176 
0.518372 1.333674 0.794320 1.186696 
0.705603 0.503662 1.216238 0.744147 
0.706030 1.056047 1.181569 1.131244 
1.244346 0.696050 0.436246 1.024735 
1.046433 0.476958 0.627567 0.561250 
0.966475 0.543824 0.697973 1.281365 
0.780007 0.879100 1.272728 1.090838 
0.924268 1.206686 0.573213 0.646275 
0.967146 0.710211 0.886852 1.070482 
1.085680 0.722296 1.124652 1.404202 
1.335810 1.040360 0.498260 0.700475 
0.994338 1.025986 0.847147 1.168019 
0.754219 1.143696 0.647556 1.269157 
1.054948 1.095141 1.234336 1.179708 
1.328577 1.205709 1.266655 0.516022 
0.443296 1.218832 0.969740 0.736030 
1.125507 1.155171 1.182515 1.120319 
0.641453 1.392269 0.743537 0.739387 
0.520020 0.621127 1.246177 1.313989 
0.597872 0.836344 0.693700 1.373531 
1.167928 1.015091 1.086626 0.620212 
0.512634 0.642338 0.472441 0.904248 
0.603549 0.737800 0.489745 0.716559 
1.247642 0.541108 0.937757 0.605441 
0.462492 0.511444 1.402249 1.423337 
1.361506 0.797952 0.469633 0.809671 
1.329218 0.836771 0.560273 0.816720 
0.770027 1.231925 0.911664 1.083910 
1.209555 0.574861 0.743812 0.467284 
1.031235 1.360469 1.137256 0.530457 
0.628635 0.654332 0.655186 0.803048 
1.255455 0.668919 1.241172 1.212790 
1.353419 0.903424 1.423215 0.597933 
0.640537 1.005081 1.355922 0.706030 
0.740180 1.006820 0.731849 0.584902 
0.632114 1.098620 1.093096 0.773018 
0.707525 0.587862 0.574434 1.194387 
0.708532 1.205801 0.609805 1.165059 
1.333796 1.415585 0.632328 1.417355 
0.791207 0.878856 1.300195 0.547486 
1.079637 0.736548 1.278893 0.793832 
1.279686 0.860545 1.111621 0.550782 
0.635990 0.732093 1.208456 0.526032 
0.711767 1.103747 0.486266 0.946027 
1.396511 1.100298 0.690099 0.716772 
1.048783 0.915936 0.927503 0.945905 
0.555116 0.762916 0.446775 0.732489 
0.585665 1.228781 1.191183 0.630374 
0.828989 0.697607 1.158986 0.691869 
0.486113 0.992538 1.102191 0.497527 
0.805978 0.894695 0.593752 1.078844 
0.942792 0.695745 0.995742 1.139301 
0.917248 0.439481 1.358638 0.480986 
0.962355 1.009659 0.783883 1.042252 
1.035111 0.719122 1.280510 0.452879 
0.775765 0.557771 0.646824 0.513428 
0.695440 0.754585 1.409451 0.504211 
0.873454 0.810464 1.349391 0.731086 
0.945661 0.657933 0.647831 1.213247 
0.665257 1.104357 1.182332 0.920422 
0.816965 1.214133 1.004074 0.464842 
0.765846 0.786965 0.528870 0.654515 
1.422421 0.588076 0.471526 0.814096 
0.904736 0.486236 1.056077 1.279900 
0.679265 1.156819 0.532441 0.974349 
0.461363 0.505004 0.531159 0.467467 
0.656834 0.466429 1.286950 0.430478 
0.625553 1.340601 1.263023 0.888317 
0.548982 1.314081 1.206778 1.177388 
1.182241 1.329248 1.168538 1.014358 
1.271996 0.955030 0.514282 0.582979 
0.921979 1.415799 0.464049 1.044236 
0.686925 0.434751 1.186483 1.376857 
0.675969 1.048112 0.981765 0.954023 
0.447569 1.045976 0.583559 0.763038 
0.976210 1.196676 1.111133 0.673070 
0.472960 0.910473 0.703253 0.658818 
1.340632 0.498962 1.365230 1.384792 
1.044999 0.686406 1.059465 1.057664 
1.183278 0.529267 0.572176 0.952253 
0.531159 1.400234 1.186178 0.517609 
1.349543 1.192953 0.691686 0.469328 
0.732215 1.403652 0.766487 0.774635 
1.276146 1.246085 1.256218 0.936109 
0.854747 0.455717 1.386440 0.480712 
0.776436 0.939985 0.437528 1.059922 
1.108874 0.929975 0.913891 1.067430 
0.450559 0.790780 0.738135 1.180959 
0.930982 1.146229 0.502502 0.733863 
0.720526 0.473876 1.307641 1.323206 
0.831278 0.827768 1.220694 0.560212 
0.490325 0.843546 0.884044 1.370052 
0.866435 0.683477 1.305291 0.745918 
0.431302 1.077318 1.360347 1.365260 
0.737311 1.114612 1.040696 0.972884 
0.892071 0.945722 0.975844 0.938550 
0.511627 1.046983 1.262718 0.893963 
0.433744 1.206686 1.132587 0.856639 
0.971571 0.887981 0.487426 0.746040 
0.990218 1.125080 0.836649 0.698705 
0.586397 0.608615 0.665166 1.088366 
0.653141 1.117267 0.764747 0.657414 
1.110248 0.950544 0.559266 0.665929 
1.082232 0.520630 0.955458 0.464567 
0.804605 0.758033 0.750190 1.397610 
0.540223 0.488158 1.125781 0.442014 
1.286187 0.435025 1.264274 0.489532 
0.553315 1.007888 0.612338 0.677251 
0.999313 0.527313 0.827646 0.673406 
1.196096 1.047379 0.938093 1.324396 
1.313836 1.429288 0.745277 0.569582 
1.001754 0.823465 1.003402 1.029801 
1.247672 1.216177 1.404690 1.175679 
0.497222 1.196615 0.902661 0.482879 
0.814371 0.601077 1.404934 0.479460 
1.363551 1.190481 1.365687 1.092120 
0.995986 1.016922 1.310602 1.197561 
1.220572 0.636448 0.823984 0.785378 
1.340540 0.823465 1.030594 0.638279 
1.037613 0.943250 1.102343 0.936139 
1.184743 0.639408 0.822061 0.690313 
1.168324 0.991378 0.735022 1.414090 
0.501708 0.799416 0.919415 0.935804 
1.010879 1.152577 0.907422 0.760811 
1.373561 0.936078 0.788003 0.888561 
1.293206 0.434537 1.022293 0.490783 
1.089007 0.687047 1.003311 1.357570 
0.983046 0.750404 0.891155 0.516937 
0.866130 0.526978 0.754585 0.934980 
0.823251 1.313135 0.550782 0.701635 
1.200063 0.724585 0.973982 0.609713 
0.491729 1.155171 0.704626 0.532319 
0.835398 1.424741 1.090258 0.505493 
1.386928 0.772987 0.789101 0.922315 
1.364192 0.855296 1.407895 0.744239 
1.037522 0.896526 0.665044 1.136677 
0.448332 0.659428 1.110705 0.434263 
1.138019 1.383846 0.934217 0.842875 
0.667393 1.352503 0.891155 0.783730 
1.208731 1.240531 0.880596 1.286706 
0.991134 0.903942 1.203909 1.338679 
0.880809 0.764259 1.036759 0.592898 
0.877269 0.444608 1.144886 1.346491 
0.806680 0.814462 1.375453 1.191091 
0.994064 1.098559 0.955091 1.244163 
1.194936 1.206655 1.125781 1.366389 
0.568056 0.940168 1.149708 1.271538 
0.970625 1.232077 1.214834 0.935376 
1.356623 1.076189 1.271782 1.209555 
@@@@@@@@@@@@@@@@

qtd epocas = 2588


vetor com as saidas desejadas:
0.061100 0.286000 0.746400 0.483100 
0.510200 0.746400 0.086000 0.596500 
0.000400 0.691600 0.500600 0.531800 
0.943000 0.447600 0.264800 0.684300 
0.139900 0.161000 0.247700 0.287200 
0.642300 0.322900 0.856700 0.766300 
0.649200 0.000700 0.642200 0.566600 
0.181800 0.507800 0.904600 0.660100 
0.738200 0.264700 0.191600 0.542700 
0.387900 0.130700 0.865600 0.583600 
0.190300 0.652300 0.782000 0.695000 
0.840100 0.449000 0.271900 0.679000 
0.002900 0.326400 0.247600 0.295600 
0.708800 0.934200 0.276300 0.774200 
0.128300 0.188200 0.725300 0.466200 
0.888200 0.307700 0.893100 0.809300 
0.222500 0.918200 0.782000 0.758100 
0.195700 0.842300 0.308500 0.582600 
0.999100 0.591400 0.393300 0.793800 
y = 0.504560
y = 0.509125
y = 0.513695
y = 0.518270
y = 0.522848
y = 0.527428
y = 0.532011
y = 0.536594
y = 0.541178
y = 0.545761
y = 0.550343
y = 0.554923
y = 0.559500
y = 0.564073
y = 0.568642
y = 0.573205
y = 0.577763
y = 0.582313
y = 0.586856
y = 0.591390
